vet_name,specialty,rating,num_rating,sign_in_time
vet_33c291aca380489db10faeca5b018b75,"reptile, pet, bird, cattle, exotic, aquatic",5.0,97,2024-05-21 02:52:26.568
vet_34452eaf071543ee8697f257edcaccab,bird,3.7,7,2024-05-24 09:38:22.164
vet_347eefd59e69463fb7e117b4594091bd,"aquatic, reptile, pet, exotic, bird, cattle",2.4,140,2024-06-14 16:39:38.882
vet_34db8efe2f254bd3a430478387752a6a,"aquatic, bird, cattle, exotic, reptile",3.5,198,2024-06-02 14:46:21.305
vet_34dffc27bb8d42449dda464df87e33d2,"aquatic, cattle, bird, pet, reptile, exotic",1.4,155,2024-05-01 00:16:38.657
vet_35430ce08e42480098a4dbdfc42747ea,"bird, aquatic",1.1,23,2024-05-04 06:13:14.973
vet_35d868c5a13c4a48bef7ef3926adbc7c,cattle,3.9,76,2024-06-20 18:30:26.494
vet_361f13a7d31648b1a8e15ffdd904f452,"cattle, aquatic, bird, pet, exotic, reptile",1.4,12,2024-05-07 10:52:27.223
vet_36732859653b4a2a9704ffd6412053fb,"exotic, bird",2.4,178,2024-06-07 13:17:34.560
vet_36d1209e2a6f4c1ab73c7dc8f98dbe0b,pet,4.0,95,2024-05-27 10:33:12.614
vet_36e8aa070b834aeb9aed19922d58a074,"exotic, bird, pet",1.4,184,2024-06-01 04:37:19.697
vet_3778860950a6497cb911eb033d42974e,"exotic, reptile, pet, cattle",1.5,33,2024-05-12 12:00:26.769
vet_37acfbe6445c44adb815acfffee2c535,"reptile, aquatic",2.3,137,2024-05-12 08:51:55.686
vet_37ad8c4d696b46aa9ed7242968e8fea2,"bird, reptile",2.1,15,2024-05-16 12:59:37.746
vet_3809af7d5dd442af9f7be8d113ee00a1,reptile,4.4,170,2024-05-22 02:08:20.203
vet_383ae10f859446d9a2067ae9f4c19f08,"bird, aquatic, cattle",3.3,105,2024-06-04 00:19:56.326
vet_3846598f412745cc8431b942a0818af6,"reptile, pet, aquatic, bird, cattle, exotic",1.2,46,2024-06-08 01:23:12.303
vet_384b08767e7c494ba24c5653b99886c1,"exotic, cattle, bird, pet, reptile, aquatic",4.3,35,2024-06-06 00:36:36.905
vet_38535a5e6cfe47f4a581471988be9146,"pet, aquatic, bird, exotic, reptile",2.7,17,2024-05-26 06:44:40.391
vet_3866ce683cf74ca8aa0a373deeadc35a,"bird, cattle",4.7,52,2024-06-10 17:02:47.672
vet_389cb9a7eecf4b8ab130ecb72fb7ee1d,aquatic,2.9,53,2024-05-08 10:45:26.127
vet_38b36be982aa47c3929c665d62ba975c,"reptile, exotic, aquatic, cattle",4.8,71,2024-05-29 07:55:48.18
vet_391f460b95824f3692e5f13a482521dc,"reptile, exotic",1.9,87,2024-05-06 03:00:49.407
vet_39a53f6768114e93b224a78a1d3d276e,pet,2.8,151,2024-05-02 15:43:22.238
vet_39acc26bfef345d18d3d8225e58c7382,"bird, aquatic, exotic, reptile, cattle",3.4,118,2024-06-01 02:25:06.740
vet_39f6554f9d2b4fc4b38371e09b74c62d,reptile,1.1,47,2024-05-06 19:20:23.112
vet_3ac40f111d1a473fa09fa214cee45991,"aquatic, bird",2.0,151,2024-05-25 22:27:06.669
vet_3ad9554f3d6b41319466d86850623d8d,"exotic, bird, cattle, aquatic",4.3,37,2024-06-01 13:43:48.53
vet_3aec0c3d743f4f44b92caf06269943cd,bird,1.9,195,2024-05-26 13:15:01.119
vet_3afa61902d6e4b988714944340ba30e5,"bird, exotic, aquatic, cattle",2.4,156,2024-05-24 14:27:56.260
vet_3b592f8fde3b44978adaf88153e48685,"exotic, bird, aquatic",2.1,179,2024-05-27 06:51:27.773
vet_3b645686b12c44cdba150778f1984bfe,"reptile, bird, aquatic, pet, exotic",4.2,50,2024-06-07 14:30:17.219
vet_3ba2935d19394cd6bd625dbf9751f30a,"exotic, aquatic, bird",2.1,49,2024-06-12 06:45:03.977
vet_3c02529e1e634325b9d88fd76d1e695a,"cattle, exotic, pet, reptile, aquatic",2.6,110,2024-06-01 17:34:42.172
vet_3c0944850355491ca7550e78cd7df8ad,"cattle, aquatic, exotic, reptile, pet",3.4,90,2024-06-12 14:23:38.777
vet_3c0ee01c91494a70ae2f006fc4923189,"exotic, bird",4.1,87,2024-06-11 03:54:11.614
vet_3c4add69124544cd8bba47ac6b744439,"aquatic, reptile, bird",3.4,180,2024-05-13 00:17:22.218
vet_3ca57ccd7fcd414dad2a94fbd1a2303a,"cattle, reptile",2.8,143,2024-05-06 09:46:34.127
vet_3d1e21a4afbb4212a9fb9a4cfd553d05,"aquatic, exotic",1.1,59,2024-05-21 18:31:21.954
vet_3d797f7562da479299124fc2a43a7bfc,"reptile, exotic, aquatic",3.0,32,2024-05-06 02:31:04.718
vet_3d946817d9c24ebdaf64a882383b591f,"bird, cattle, pet, aquatic, exotic, reptile",2.5,61,2024-05-09 14:28:12.565
vet_3e0a8d68be4a43b2bc5fa95c9f7f4b61,"pet, exotic, cattle",4.7,135,2024-05-05 10:22:29.985
vet_3e57af76b32a4765ad6495f78601e785,pet,4.7,157,2024-05-06 12:52:43.347
vet_3e7d18fa68bf48a0a35fb53f02633965,"aquatic, exotic, bird, pet",1.7,107,2024-06-16 03:38:49.457
vet_3e821291f548457f8ccbe0b4770ee4e7,"bird, exotic, pet, aquatic, reptile",2.5,4,2024-06-20 11:55:05.454
vet_3ed0298ca63d4ff5be5e1e7f7dad63a5,"aquatic, cattle, exotic, bird, pet",3.2,60,2024-05-29 09:09:33.398
vet_3f06737da8cf414fa62a06a594f8f66a,"bird, pet",3.1,94,2024-05-02 07:29:54.725
vet_3f78194d3f7c45dbac1e8cf51c4b3e18,"aquatic, reptile, exotic, pet, bird, cattle",1.0,197,2024-06-11 10:40:51.60
vet_3f9b85a811d548a7b04d87297112c890,"aquatic, reptile, cattle, exotic, bird, pet",4.0,113,2024-05-07 21:46:49.488
vet_3fc8685d1e63497aa9ad5d4a042086f6,"pet, aquatic, cattle, exotic",1.2,142,2024-05-30 11:21:57.835
vet_3fd192bd997340fc957aea23e898d66a,"reptile, pet",4.9,10,2024-06-13 14:54:57.844
vet_40109e2d3b4a45f0a8eb63be58420a24,cattle,2.3,134,2024-05-25 11:37:52.693
vet_40554b5c0cd947d599a95aff23ce0949,reptile,1.1,153,2024-06-14 15:08:32.23
vet_40ecf2e5aaf943c5a8053d2a83e694f2,"exotic, pet, aquatic",4.0,164,2024-06-05 14:35:01.812
vet_40f1e188bb0e4ea2a12b71582dfad434,"exotic, bird, pet",2.1,170,2024-06-16 16:56:39.680
vet_410f88e1d4ce45c387e528418ab69cdf,"aquatic, exotic, bird",1.7,27,2024-05-30 14:15:52.627
vet_41739ac1206a41a6bc54c115398d0cdf,"aquatic, cattle",4.6,90,2024-06-02 05:43:12.103
vet_41a8648a20c148cfa95097191be0d731,"bird, reptile, exotic",1.6,127,2024-05-27 07:58:47.155
vet_41ad5341c2194d3184115f8a7452fd8a,"aquatic, cattle",3.5,18,2024-05-12 06:58:27.238
vet_41ca2cc697374ee5b03b84b960871101,"cattle, bird, pet, exotic, aquatic",3.5,124,2024-06-07 06:45:45.564
vet_41e57a1d776446a1ae13b97097337bac,"reptile, pet",3.4,54,2024-06-20 07:38:27.09
vet_41eb8bcbedf646faa55f8271a8027757,"reptile, pet",4.2,176,2024-06-04 10:49:42.649
vet_4270a3fb197c4d9c84f4da8764c1039c,"reptile, exotic, pet, cattle, aquatic",2.0,58,2024-06-08 04:31:00.427
vet_42b0e07d430c47dd92cd8c800e2fc6eb,"cattle, pet",4.6,15,2024-06-08 01:47:19.220
vet_42f8e2c3d8794460a3441c94862d4819,"exotic, aquatic, reptile",1.1,173,2024-06-11 06:40:47.35
vet_436e006aa1a74f65be5a538b9a1a4789,"aquatic, exotic, reptile, cattle",3.1,38,2024-05-21 19:35:31.325
vet_4398abd9d2074a2d96d87594fbc41fef,"reptile, pet, exotic, bird, aquatic, cattle",3.1,40,2024-05-10 01:06:50.564
vet_43aa3e6c322841da8f6d8210d731ae71,"exotic, reptile, pet",1.5,155,2024-06-02 10:04:44.873
vet_43e510bd08e445e7b5747845da13c762,"bird, exotic, pet, reptile, aquatic",4.3,183,2024-06-04 09:54:10.953
vet_43feb375cb874f5b99deb4448447fd12,"pet, exotic, aquatic, bird",4.2,167,2024-05-10 08:54:15.340
vet_441195e4fef54acb9f4c4889215ed416,"exotic, bird, reptile, aquatic, pet",4.1,146,2024-06-11 00:06:16.357
vet_44508831853f4b5d8d47cc949044293f,"pet, exotic, bird",4.2,121,2024-05-28 10:14:54.487
vet_447739a668754e34b0c050c11a7b18b2,"bird, pet, exotic",3.6,199,2024-05-26 08:44:20.239
vet_44d8097fb5184cfe84f954610bae6c31,"exotic, aquatic, pet, cattle, reptile, bird",4.8,53,2024-05-09 09:00:13.228
vet_44daa23843ee49bc8743834447d50779,"bird, pet, cattle, reptile",3.3,44,2024-05-05 20:09:55.766
vet_44df1ba6b449483c9d04320159fcd1b4,"exotic, reptile",1.7,68,2024-06-04 19:24:40.212
vet_4525630e7878455f99bc77851e40135b,"pet, cattle, exotic",3.8,155,2024-05-21 01:24:50.523
vet_455b9ab06d8046fd8a05d373eebf799c,"cattle, reptile",4.8,69,2024-05-03 04:51:47.376
vet_4592d370810e42a7aad85652d841b347,"exotic, cattle, aquatic, bird",2.1,40,2024-05-12 20:51:11.113
vet_45bd518913bd4759ac274d91c96d34ff,"cattle, bird, pet, reptile",1.2,99,2024-06-04 13:03:14.882
vet_4607f9da19944b019f41aa42ee80d718,"reptile, exotic, cattle, bird, pet",3.5,79,2024-05-29 22:13:18.86
vet_464767432b9e478e92f18c6c7b815932,"bird, pet, reptile, cattle, aquatic",1.2,194,2024-06-07 04:48:55.113
vet_46c1cdc1a2134e34843708c179a68c26,"cattle, bird, pet, exotic, reptile, aquatic",4.4,173,2024-06-08 20:52:31.251
vet_46cc39e17c114dd3a7df6983bd0140c8,"reptile, aquatic, cattle, pet",1.1,148,2024-05-30 19:14:31.774
vet_46e1f7a8b6c542e4bb0970889f486ed9,"reptile, pet, exotic, bird",1.3,131,2024-06-07 05:23:20.800
vet_478923739c28437ead8ba517240fda2e,reptile,3.4,146,2024-06-03 17:22:28.574
vet_478c7cecb6cb4ed285322d2dfad0baa6,"aquatic, bird, pet, cattle",2.9,151,2024-06-09 14:56:48.143
vet_4798c7e97f5d4e02b8c70f131b916c7e,reptile,2.1,87,2024-06-14 04:09:12.379
vet_47b555ff6da0494bbeae0d94ec70482f,"reptile, cattle, pet, bird, exotic",4.0,52,2024-06-19 21:23:42.270
vet_47c4c90c25964b76b9bb6c95b766e355,"bird, reptile, aquatic, exotic, pet",4.1,62,2024-05-29 04:01:29.205
vet_48005b3f14b54302a6722da50ec59815,"cattle, exotic",2.9,14,2024-05-27 19:13:26.872
vet_48359eb969cd435ebb07ac77a084e53e,"pet, reptile, aquatic, cattle",3.4,97,2024-06-12 23:44:59.784
vet_484cdfbd40434458a92d81d846297b2e,"reptile, pet, bird, cattle",1.6,129,2024-05-06 20:59:12.785
vet_487bdb10754448be8e1c5443f1b4b335,"aquatic, cattle",3.3,16,2024-06-02 04:33:00.341
vet_487cb3d1cd1d4bf5b825ac9469206fde,"pet, aquatic, reptile",4.7,199,2024-06-04 20:29:31.934
vet_49000ca9c8db47b793f77e8f8e99594d,"pet, cattle",4.3,144,2024-05-25 10:58:50.990
vet_491ca22a46064904b98f9d4907553d03,"aquatic, cattle, exotic",3.8,31,2024-06-10 07:50:49.320
vet_496fbee789f14a02af770af53e1d9523,"aquatic, exotic, pet, reptile",3.9,61,2024-05-12 07:41:14.790
vet_49b23f0c9ad84a47832024b003748adf,"cattle, bird, pet, aquatic",4.0,102,2024-05-28 20:53:51.143
vet_4a0592fbbb294b58b1229c903af45696,"bird, aquatic, pet",3.8,75,2024-06-14 18:36:33.925
vet_4a528ec562a5411a8916ee1f88a63557,"aquatic, bird, pet, cattle",4.6,51,2024-06-13 12:04:02.46
vet_4a794a7978654dcd9e59e492ff66c3c3,"reptile, bird, aquatic, exotic, cattle",2.4,193,2024-05-28 12:02:23.07
vet_4b2add1b7353441a9171de62b43809e1,cattle,1.7,2,2024-06-08 06:40:28.425
vet_4b6ca0154da74578b4bc7558786a3964,"reptile, pet, bird, cattle",2.7,20,2024-06-05 23:16:56.231
vet_4b7df2bc5e2f4f9a82aad5b76e7d8bad,"exotic, bird, aquatic, pet, cattle",2.8,26,2024-06-03 23:54:05.267
vet_4bb4bbf7f55f4297b7025151d7f1d20c,"exotic, bird, pet, reptile",5.0,32,2024-06-06 23:19:01.408
vet_4bdebd71c44a45e1b1afd667f4f1c554,"reptile, bird, aquatic, cattle, pet",3.8,141,2024-06-19 17:46:12.94
vet_4c2f30138bb4466d86b7994f64ab8db4,"bird, pet, exotic, cattle, aquatic",1.0,84,2024-05-01 15:58:31.476
vet_4c42e5ac85f34ff49b3fb84e06b32033,"exotic, bird, aquatic, cattle",1.8,119,2024-06-15 15:40:32.993
vet_4c43d23c5f7f4238af07eafbf4d2b517,"reptile, pet, aquatic, bird, exotic, cattle",1.6,175,2024-05-04 13:49:32.534
vet_4c9f2ae77a4543bda70c3302255df6b6,"exotic, pet",1.5,45,2024-05-12 14:58:16.730
vet_4cbcff25a06e4c43a1b47b57c8603b8c,"exotic, bird",2.8,163,2024-06-04 03:10:52.575
vet_4d6694ff0d95428c9d27bcfae9dd0151,"reptile, exotic, pet, cattle, bird, aquatic",4.0,27,2024-05-15 16:31:58.761
vet_4d8b19ed111644f08406f872a0c23377,"exotic, bird, aquatic",1.6,108,2024-05-30 19:39:45.378
vet_4d8edd4334494babac8e70b2aa693ffb,"reptile, bird, exotic, aquatic",3.2,190,2024-05-14 12:01:10.610
vet_4e01e881a01b45e2a374a575d270ffc7,"pet, reptile, exotic, aquatic, cattle, bird",3.4,158,2024-06-01 20:28:43.46
vet_4e3e7b9d5db64d1fb4b555e4e16186dc,"reptile, aquatic, pet",1.3,191,2024-05-13 14:02:33.259
vet_4e3ef2957d0e4155aa2078eb356634f3,"pet, cattle, reptile, bird, aquatic, exotic",4.3,127,2024-06-17 10:45:10.624
vet_4e74f923b66d48be8832ff321efd43d7,"reptile, pet, exotic, cattle, bird, aquatic",3.7,105,2024-06-05 23:37:51.820
vet_4e9e941dbbd14ec8b41fb48ed5fd639e,"exotic, bird, aquatic, cattle, pet",3.3,135,2024-05-30 07:35:39.407
vet_4f64f5297dbf41ccb80901627d55d62f,"aquatic, exotic",1.9,135,2024-05-29 00:47:23.218
vet_4fd95c0fb63a43258ace69ba5bbe59eb,"aquatic, cattle, exotic",3.0,118,2024-05-29 10:02:59.188
vet_502ebba233a148eb9b2889fd43817aa8,"reptile, aquatic, pet",3.3,3,2024-06-12 22:07:31.406
vet_508288cdd35c4b42ad04e80ac0beefa4,"bird, pet, exotic, cattle, reptile",3.5,98,2024-05-28 10:29:32.413
vet_51091071263a488a9b7afba1ebf27a44,"cattle, reptile, pet, exotic",4.1,34,2024-05-31 23:19:08.832
vet_51219ea89a7c435480e599b791834c24,aquatic,1.3,179,2024-05-18 17:12:02.799
vet_5214d5ff4f32473fa3bec388e5e9f13f,"pet, reptile, bird, cattle, exotic, aquatic",3.3,145,2024-05-17 22:10:37.12
vet_52165cf4f70c44c2ad2898f263b26c57,"exotic, reptile, cattle, pet, aquatic, bird",3.2,22,2024-06-15 10:15:21.344
vet_526b586b5f61498b998ee76cd2f403ce,reptile,3.4,170,2024-06-04 19:35:35.315
vet_5287e49a2dab498e8fbf2a51fc202bc6,"pet, exotic, reptile, cattle, bird, aquatic",1.5,135,2024-05-01 05:47:11.422
vet_528fd9b0a0804685a7b258d8c7f19cbb,"bird, reptile, pet, cattle, exotic",3.3,131,2024-05-29 06:16:22.728
vet_5342de49183e486d844135f84503eeed,"exotic, reptile, pet, cattle, bird, aquatic",1.2,78,2024-05-25 13:23:27.843
vet_534dad72ceef425689c17f31bf8b6dfb,bird,3.3,99,2024-05-27 01:21:11.575
vet_538c0815369b40658beb7737fad35da6,"exotic, bird, pet, reptile",1.9,18,2024-05-29 06:51:19.999
vet_53bda6b4e8c44e508bd7c35e70f12ba5,bird,2.1,50,2024-05-25 13:04:37.480
vet_53cfcfcca29543b4b0733d39c8369975,"exotic, bird, cattle, pet",2.8,19,2024-06-20 19:45:22.688
vet_54059e23dd7049ec8448ee8708d3a03f,pet,2.8,160,2024-06-13 22:13:48.481
vet_54454194abf048518b62971dd3aa28a7,"bird, reptile, cattle, exotic, aquatic, pet",2.9,92,2024-05-30 16:32:44.304
vet_54a8deeef5c44214a20db9bd51111f45,reptile,2.5,52,2024-06-01 22:17:20.754
vet_54ea87a0c3cc41fe93ce96d2e623dff4,"reptile, pet, bird",1.2,158,2024-06-19 03:18:18.473
vet_552542d1c2a8482d8f64614a32c5ae1f,pet,3.7,134,2024-05-10 00:59:25.862
vet_55355e3d9dee4d3a8646d228eebccbbe,"reptile, cattle, bird, aquatic, pet",4.1,55,2024-05-22 08:26:11.536
vet_556c3709804041a5873b1dd871dc2640,"reptile, pet, cattle",3.6,124,2024-05-12 07:59:36.778
vet_559403f46f2d4c9ba1b87f20dc6e0fa5,bird,1.2,156,2024-05-06 03:50:29.919
vet_55a3251fe7a546168246d8eff7e3bac4,"exotic, bird, cattle",4.4,173,2024-05-03 03:49:26.568
vet_567b44c06e4642ef9bdd15a0328328be,"bird, aquatic, pet, reptile, cattle, exotic",3.9,164,2024-05-21 03:15:45.484
vet_56f5fe3d9ff741b689784ae8e03b9702,"exotic, bird, aquatic",4.3,22,2024-05-16 18:04:52.893
vet_56f6fee5fba44a5b9982e6b02979e4c6,"reptile, pet, exotic",2.9,197,2024-06-08 00:00:14.921
vet_577021c0acb5485f9e11ac11dbcd370d,"aquatic, bird, exotic, reptile, pet",2.1,146,2024-05-03 23:14:55.991
vet_5786fc688bc54c52bfeee06595b7ad93,"exotic, pet",2.6,92,2024-06-20 14:00:47.622
vet_5787f44231114202ba949084943eb390,"reptile, pet, cattle, exotic, bird",3.7,138,2024-05-29 01:49:27.384
vet_578db42fa52e4d4a92746bbf009e69aa,"exotic, aquatic, bird, pet, reptile",3.4,1,2024-05-16 23:31:55.329
vet_57e67b5dfced4cf9a16141fbb80781c3,"reptile, pet, bird, cattle",1.5,191,2024-05-25 07:03:55.202
vet_586d8cfbf7c646f79881a5393daff6f1,"aquatic, pet",3.0,113,2024-06-05 17:20:16.621
vet_587bae280f234cab8bee05da2995b389,"reptile, pet",2.4,136,2024-05-23 14:01:55.139
vet_58e81cc0808b4bd199571fed9d29c8d2,"reptile, cattle, pet, exotic",1.4,103,2024-05-20 23:49:07.137
vet_59281fc35a774bad994e71d2d7ed4347,"aquatic, pet, reptile, exotic, cattle, bird",3.3,197,2024-05-02 08:47:14.566
vet_5939aa124f0c47c0b73931b489a9e43d,"bird, cattle, aquatic, exotic",3.2,89,2024-05-13 11:57:30.434
vet_595f829996b147128e3a008d44cce764,"exotic, bird, aquatic",4.1,144,2024-05-17 07:39:24.987
vet_59d0884b0d1341ecb3b0e9ef29095911,"bird, aquatic, cattle",4.8,126,2024-06-01 06:35:52.619
vet_5a117ee0b2ab48f785034a14cc7f26e3,"aquatic, pet, exotic",1.0,14,2024-06-10 04:58:44.908
vet_5a4b911721904d9099457add313a1708,"reptile, pet, cattle",2.5,99,2024-05-28 03:05:44.193
vet_5a85dbefd37c4785b2f5e8366ba30fba,exotic,1.2,141,2024-06-13 06:59:47.781
vet_5b0eb1530df640b0a16f142719f35ff3,"exotic, reptile, pet, cattle, aquatic",1.7,167,2024-05-25 18:35:18.03
vet_5b574de0ee0544cdaa5f802bd417919f,"exotic, cattle",3.0,34,2024-06-17 17:38:55.71
vet_5b680ff01ef741fca7a37242b7b0042b,"exotic, cattle, bird, pet, reptile",4.4,5,2024-05-17 15:43:37.970
vet_5b7f9a13b0184ee297e45dc0e65a355d,aquatic,4.7,186,2024-06-20 08:24:50.882
vet_5b864b34dedf4d4eb6105ff27c387c05,"exotic, bird, aquatic, pet, cattle, reptile",5.0,54,2024-05-02 00:28:19.18
vet_5c3555c9ae17453aaba0d3b515886e17,"reptile, exotic, pet, aquatic, bird",1.9,162,2024-06-01 17:42:55.505
vet_5d61cd3728b94dd9a06d8defe4a1dafc,aquatic,2.4,198,2024-06-17 06:32:26.189
vet_5d7ba8b2ba5242f4a256e727e41f7a88,"exotic, pet, reptile, bird",1.6,100,2024-06-09 03:39:12.883
vet_5e08f7a9c9454b7caca374980c20d038,"pet, cattle, bird, exotic",2.3,19,2024-05-15 13:38:13.896
vet_5e33fe67ce3947e78bd9b609f12af48b,"reptile, pet",4.1,10,2024-05-06 17:30:59.525
vet_5f00aeef9c164353a7eaeeaf7e5a4b3c,reptile,2.1,113,2024-05-11 01:34:12.138
vet_5f494d8bbd7c47949e800eb000c85f65,"cattle, exotic, aquatic",1.8,119,2024-06-01 05:44:04.23
vet_5fc9503758654aa5b9cfa566c60ef3d2,exotic,4.8,133,2024-05-03 16:12:43.71
vet_5fd9d6f2703a4b2e9220fb17e94f51fc,"cattle, exotic, bird, pet, reptile, aquatic",3.6,31,2024-06-14 18:11:37.874
vet_6092880a86454afdb9626ca43ca12053,"bird, reptile, exotic, cattle, aquatic, pet",2.1,48,2024-05-08 18:54:52.324
vet_6095370a90ba4fc28471a64fcffb331a,"reptile, bird, pet, aquatic",3.8,8,2024-05-19 00:50:08.611
vet_60f2ed15075f453fbc4294c1981b5600,"reptile, exotic",2.3,188,2024-05-28 06:09:54.417
vet_6108d505aaec43e8a4925847695a94aa,"reptile, aquatic",2.7,99,2024-05-24 17:25:59.670
vet_6173c45c0ea640f9a3b991c9cecd5cdb,"aquatic, bird",4.4,30,2024-05-30 06:46:08.788
vet_6179645d62d74ec0adfe9cc4a9b61728,"aquatic, reptile, exotic",3.9,96,2024-05-26 15:56:06.940
vet_6189b350f12e453f94e19a36f134589c,"pet, reptile, aquatic, cattle",3.5,132,2024-05-29 22:35:58.705
vet_6197352772eb45f98fa2bbfaec4fc3d9,cattle,3.5,25,2024-05-25 05:38:22.803
vet_61b98b6f229842c7929749c1421c5d65,"exotic, bird, aquatic, pet",2.7,116,2024-06-01 12:45:15.35
vet_626d60c73f664fc0ac853a6188bb555a,"exotic, bird, pet",1.8,53,2024-06-10 20:34:54.58
vet_62bc1618cb5c4c418bc8dc72bd827628,"aquatic, cattle, exotic, bird, pet",1.3,107,2024-06-10 10:53:54.47
vet_62eed3f89cd742bb8fed1f0a68ad5c3b,"cattle, exotic, reptile, aquatic, pet",1.6,110,2024-06-08 18:18:50.147
vet_63621d59bd754c84ae3a436e93459549,reptile,2.4,2,2024-05-06 17:19:14.563
vet_6374fa53fe054006b926b5181b35da97,reptile,4.5,175,2024-06-15 00:31:27.629
vet_63d79e732a5949548742fdc515d39974,"bird, cattle, exotic, pet",4.1,46,2024-06-05 02:58:42.770
vet_63e45cb62d3347428bd57b086d0baf28,"aquatic, bird, exotic, pet, reptile, cattle",2.4,48,2024-05-29 18:13:54.939
vet_63f02d4eab144d079778aba1c4ee6b16,"aquatic, bird",2.8,180,2024-05-25 01:24:08.907
vet_63f1350a54224871979e1313bdbea881,aquatic,1.7,94,2024-05-11 17:37:01.495
vet_63f3f14facc148c082aa11997cb55133,"aquatic, cattle, exotic, bird, pet, reptile",5.0,122,2024-06-11 14:33:46.439
vet_6435da18e9c84631b19d8d5795eebeb9,"exotic, bird, cattle, pet, reptile, aquatic",4.0,137,2024-05-30 10:57:04.169
vet_646660115bcd488a93381310ccadfdcf,bird,4.3,0,2024-06-09 02:01:11.632
vet_64aeb313ee0a40c39f590a583c2a78b1,"reptile, pet, bird, exotic",4.5,15,2024-05-29 09:41:21.819
